Brand,Model,Variant,Ex-Showroom Price,Engine Type,Displacement,Max Power,Max Torque,No. of Cylinders,Valves Per Cylinder,Transmission,Gearbox,Drive Type,Fuel Type,Petrol Mileage ARAI,Petrol Fuel Tank Capacity,Emission Norm Compliance,Front Suspension,Rear Suspension,Steering Type,Steering Column,Turning Radius,Front Brake Type,Rear Brake Type,Length,Width,Height,Boot Space,Seating Capacity,Ground Clearance Unladen,Wheel Base,Kerb Weight,Gross Weight,No. of Doors,Power Steering,Air Conditioner,Heater,Adjustable Steering,Height Adjustable Driver Seat,Automatic Climate Control,Accessory Power Outlet,Trunk Light,Vanity Mirror,Rear Reading Lamp,Rear Seat Headrest,Adjustable Headrest,Rear Seat Centre Arm Rest,Rear AC Vents,Cruise Control,Parking Sensors,Real-Time Vehicle Tracking,KeyLess Entry,Engine Start/Stop Button,Voice Commands,USB Charger,Hands-Free Tailgate,Gear Shift Indicator,Luggage Hook & Net,Idle Start-Stop System,Follow Me Home Headlamps,Additional Features (Comfort & Convenience),Power Windows,Cup Holders,Tachometer,Leather Wrapped Steering Wheel,Glove Box,Additional Features (Interior),Adjustable Headlamps,Rear Window Defogger,Wheel Covers,Alloy Wheels,Outside Rear View Mirror Turn Indicators,Integrated Antenna,Projector Headlamps,Automatic Headlamps,Fog Lights,Antenna,Sunroof,Boot Opening,Outside Rear View Mirror (ORVM),Tyre Size,Tyre Type,Wheel Size,LED DRLs,LED Headlamps,LED Fog Lamps,Additional Features (Exterior),Anti-lock Braking System (ABS),Central Locking,No. of Airbags,Driver Airbag,Passenger Airbag,Side Airbag,Side Airbag-Rear,Day & Night Rear View Mirror,Curtain Airbag,Electronic Brakeforce Distribution (EBD),Seat Belt Warning,Tyre Pressure Monitoring System (TPMS),Engine Immobilizer,Electronic Stability Control (ESC),Rear Camera,Anti-Theft Device,Anti-Pinch Power Windows,Speed Alert,Speed Sensing Auto Door Lock,ISOFIX Child Seat Mounts,Pretensioners & Force Limiter Seatbelts,Hill Assist,Impact Sensing Auto Door Unlock,360 View Camera,Global NCAP Safety Rating,Global NCAP Child Safety Rating,Radio,Wireless Phone Charging,Bluetooth Connectivity,Touchscreen,Touchscreen Size,Android Auto,Apple CarPlay,USB Ports,Speakers,Driver Attention Warning,Live Location,Over the Air (OTA) Updates,Google / Alexa Connectivity,Over Speeding Alert,Tow Away Alert,Smartwatch App,Valet Mode,Remote Door Lock/Unlock,Geo-fence Alert,City-wise Prices
Maruti,Maruti Suzuki Swift,Swift VXi Opt,Rs.7.57 Lakh*Get On-Road Price,Z12E,1197 cc,80.46bhp@5700rpm,111.7Nm@4300rpm,3,4,N/A,5-Speed,FWD,N/A,N/A,37 Litres,BS VI 2.0,MacPherson Strut suspension,Rear twist beam,Electric,Tilt,4.8 m,Ventilated Disc,Drum,3860 mm,1735 mm,1520 mm,265 Litres,5,163 mm,2450 mm,920 kg,1355 kg,5,Yes,Yes,Yes,Height only,No,No,Yes,No,Yes,Yes,N/A,Yes,N/A,No,No,Rear,Yes,Yes,Yes,Yes,Front,N/A,Yes,Yes,N/A,No,N/A,Front & Rear,Front Only,Yes,No,Yes,N/A,Yes,Yes,Yes,No,Yes,N/A,No,No,No,Micropole,N/A,Electronic,Powered,165/80 R14,Radial Tubeless,14 Inch,No,No,No,N/A,Yes,Yes,6,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,Yes,Yes,No,Yes,Driver's Window,Yes,Yes,Yes,Driver and Passenger,Yes,N/A,N/A,4 Star,N/A,Yes,No,Yes,Yes,7 inch,Yes,Yes,Yes,Front & Rear,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Bangalore: Rs.9.03 Lakh; Mumbai: Rs.8.81 Lakh; Pune: Rs.8.81 Lakh; Hyderabad: Rs.9.03 Lakh; Chennai: Rs.8.92 Lakh; Ahmedabad: Rs.8.50 Lakh; Lucknow: Rs.8.44 Lakh; Jaipur: Rs.9.06 Lakh; Patna: Rs.8.74 Lakh; Chandigarh: Rs.8.72 Lakh
Maruti,Maruti Suzuki Swift,Swift VXi AMT,Rs.7.75 Lakh*Get On-Road Price,Z12E,1197 cc,80.46bhp@5700rpm,111.7Nm@4300rpm,3,4,N/A,5-Speed,FWD,N/A,N/A,37 Litres,BS VI 2.0,MacPherson Strut suspension,Rear twist beam,Electric,Tilt,4.8 m,Ventilated Disc,Drum,3860 mm,1735 mm,1520 mm,265 Litres,5,163 mm,2450 mm,925 kg,1355 kg,5,Yes,Yes,Yes,Height only,No,No,Yes,No,Yes,Yes,N/A,Yes,N/A,No,No,Rear,No,Yes,No,Yes,Front,N/A,No,Yes,N/A,No,N/A,Front & Rear,Front Only,Yes,No,Yes,N/A,Yes,Yes,Yes,No,Yes,N/A,No,No,No,Micropole,N/A,Electronic,Powered,165/80 R14,Radial Tubeless,14 Inch,No,No,No,N/A,Yes,Yes,6,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,Yes,Yes,No,Yes,Driver's Window,Yes,Yes,Yes,Driver and Passenger,Yes,N/A,N/A,N/A,N/A,Yes,No,Yes,Yes,7 inch,Yes,Yes,Yes,Front & Rear,No,No,Yes,No,No,No,No,No,No,No,Bangalore: Rs.9.25 Lakh; Mumbai: Rs.9.03 Lakh; Pune: Rs.9.01 Lakh; Hyderabad: Rs.9.48 Lakh; Chennai: Rs.9.13 Lakh; Ahmedabad: Rs.8.70 Lakh; Lucknow: Rs.8.64 Lakh; Jaipur: Rs.9.28 Lakh; Patna: Rs.8.95 Lakh; Chandigarh: Rs.8.92 Lakh
Maruti,Maruti Suzuki Swift,Swift VXi Opt AMT,Rs.8.02 Lakh*Get On-Road Price,Z12E,1197 cc,80.46bhp@5700rpm,111.7Nm@4300rpm,3,4,N/A,5-Speed AMT,FWD,N/A,N/A,37 Litres,BS VI 2.0,MacPherson Strut suspension,Rear twist beam,Electric,Tilt,4.8 m,Ventilated Disc,Drum,3860 mm,1735 mm,1520 mm,265 Litres,5,163 mm,2450 mm,925 kg,1355 kg,5,Yes,Yes,Yes,Height only,No,No,Yes,No,Yes,Yes,N/A,Yes,N/A,No,No,Rear,Yes,Yes,Yes,Yes,Front,N/A,No,Yes,No,No,N/A,Front & Rear,Front Only,Yes,No,Yes,N/A,Yes,Yes,Yes,No,Yes,Yes,N/A,No,No,Micropole,N/A,Electronic,Powered,165/80 R14,Radial Tubeless,14 Inch,No,No,No,N/A,Yes,Yes,6,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,Yes,Yes,No,Yes,Driver's Window,Yes,Yes,Yes,Driver and Passenger,Yes,N/A,N/A,N/A,N/A,Yes,No,Yes,Yes,7 inch,Yes,Yes,Yes,Front & Rear,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Bangalore: Rs.9.57 Lakh; Mumbai: Rs.9.33 Lakh; Pune: Rs.9.32 Lakh; Hyderabad: Rs.9.56 Lakh; Chennai: Rs.9.44 Lakh; Ahmedabad: Rs.9.01 Lakh; Lucknow: Rs.8.94 Lakh; Jaipur: Rs.9.59 Lakh; Patna: Rs.9.34 Lakh; Chandigarh: Rs.9.23 Lakh
Maruti,Maruti Suzuki Swift,Swift VXi CNG,Rs.8.20 Lakh*Get On-Road Price,Z12E,1197 cc,68.80bhp@5700rpm,101.8Nm@2900rpm,3,4,N/A,5-Speed,FWD,N/A,N/A,N/A,BS VI 2.0,MacPherson Strut suspension,Rear twist beam,Electric,Tilt,4.8 m,Ventilated Disc,Drum,3860 mm,1735 mm,1520 mm,N/A,5,163 mm,2450 mm,990 kg,1425 kg,5,Yes,Yes,Yes,Height only,No,No,Yes,No,Yes,Yes,N/A,Yes,N/A,No,No,Rear,No,Yes,No,Yes,Front,N/A,Yes,Yes,N/A,No,N/A,Front & Rear,Front Only,Yes,No,Yes,N/A,Yes,Yes,Yes,No,Yes,N/A,No,No,No,Micropole,N/A,Electronic,Powered,165/80 R14,Radial Tubeless,14 Inch,No,No,No,N/A,Yes,Yes,6,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,Yes,Yes,No,Yes,Driver's Window,Yes,Yes,Yes,Driver and Passenger,Yes,N/A,N/A,N/A,N/A,Yes,No,Yes,Yes,7 inch,Yes,Yes,Yes,Front & Rear,No,No,Yes,No,No,No,No,No,No,No,Bangalore: Rs.9.78 Lakh; Mumbai: Rs.9.20 Lakh; Pune: Rs.9.20 Lakh; Hyderabad: Rs.10.15 Lakh; Chennai: Rs.9.65 Lakh; Ahmedabad: Rs.9.12 Lakh; Lucknow: Rs.9.15 Lakh; Jaipur: Rs.9.81 Lakh; Patna: Rs.9.55 Lakh; Chandigarh: Rs.9.44 Lakh
Maruti,Maruti Suzuki Swift,Swift ZXi,Rs.8.29 Lakh*Get On-Road Price,Z12E,1197 cc,80.46bhp@5700rpm,111.7Nm@4300rpm,3,4,N/A,5-Speed,FWD,N/A,N/A,37 Litres,BS VI 2.0,MacPherson Strut suspension,Rear twist beam,Electric,Tilt,4.8 m,Ventilated Disc,Drum,3860 mm,1735 mm,1520 mm,265 Litres,5,163 mm,2450 mm,920 kg,1355 kg,5,Yes,Yes,Yes,Height only,Yes,Yes,Yes,Yes,Yes,Yes,Adjustable,Yes,N/A,Yes,No,Rear,Yes,Yes,Yes,Yes,Front & Rear,N/A,Yes,Yes,N/A,Yes,N/A,Front & Rear,Front Only,Yes,No,Yes,N/A,Yes,Yes,No,Yes,Yes,N/A,Yes,Yes,No,Micropole,N/A,Electronic,Powered,185/65 R15,Radial Tubeless,N/A,Yes,Yes,No,N/A,Yes,Yes,6,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,Yes,Yes,No,Yes,Driver's Window,Yes,Yes,Yes,Driver and Passenger,Yes,N/A,N/A,N/A,N/A,Yes,Yes,Yes,Yes,7 inch,Yes,Yes,Yes,Front & Rear,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Bangalore: Rs.9.89 Lakh; Mumbai: Rs.9.64 Lakh; Pune: Rs.9.64 Lakh; Hyderabad: Rs.10.13 Lakh; Chennai: Rs.9.76 Lakh; Ahmedabad: Rs.9.30 Lakh; Lucknow: Rs.9.24 Lakh; Jaipur: Rs.9.92 Lakh; Patna: Rs.9.64 Lakh; Chandigarh: Rs.9.55 Lakh
Maruti,Maruti Suzuki Swift,Swift VXi Opt CNG,Rs.8.47 Lakh*Get On-Road Price,Z12E,1197 cc,68.80bhp@5700rpm,101.8Nm@2900rpm,3,4,N/A,5-Speed,FWD,N/A,N/A,N/A,BS VI 2.0,MacPherson Strut suspension,Rear twist beam,Electric,Tilt,4.8 m,Ventilated Disc,Drum,3860 mm,1735 mm,1520 mm,N/A,5,163 mm,2450 mm,990 kg,1425 kg,5,Yes,Yes,Yes,Height only,No,No,Yes,No,Yes,Yes,N/A,Yes,N/A,No,No,Rear,Yes,Yes,Yes,Yes,Front,N/A,Yes,Yes,N/A,No,N/A,Front & Rear,Front Only,Yes,No,Yes,N/A,Yes,Yes,Yes,No,Yes,N/A,No,No,No,Micropole,N/A,Electronic,Powered,165/80 R14,Radial Tubeless,14 Inch,No,No,No,N/A,Yes,Yes,6,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,Yes,Yes,No,Yes,Driver's Window,Yes,Yes,Yes,Driver and Passenger,Yes,N/A,N/A,4 Star,N/A,Yes,No,Yes,Yes,7 inch,Yes,Yes,Yes,Front & Rear,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Bangalore: Rs.10.10 Lakh; Mumbai: Rs.9.50 Lakh; Pune: Rs.9.50 Lakh; Hyderabad: Rs.10.09 Lakh; Chennai: Rs.9.96 Lakh; Ahmedabad: Rs.9.50 Lakh; Lucknow: Rs.9.44 Lakh; Jaipur: Rs.10.13 Lakh; Patna: Rs.9.87 Lakh; Chandigarh: Rs.9.74 Lakh
Maruti,Maruti Suzuki Swift,Swift ZXi AMT,Rs.8.74 Lakh*Get On-Road Price,Z12E,1197 cc,80.46bhp@5700rpm,111.7Nm@4300rpm,3,4,N/A,5-Speed AMT,FWD,N/A,N/A,37 Litres,BS VI 2.0,MacPherson Strut suspension,Rear twist beam,Electric,Tilt,4.8 m,Ventilated Disc,Drum,3860 mm,1735 mm,1520 mm,265 Litres,5,163 mm,2450 mm,925 kg,1355 kg,5,Yes,Yes,Yes,Height only,Yes,Yes,Yes,Yes,Yes,Yes,Adjustable,Yes,N/A,Yes,No,Rear,Yes,Yes,Yes,Yes,Front & Rear,N/A,No,Yes,No,Yes,N/A,Front & Rear,Front Only,Yes,No,Yes,N/A,Yes,Yes,No,Yes,Yes,N/A,Yes,Yes,No,Micropole,N/A,Electronic,Powered,185/65 R15,Radial Tubeless,N/A,Yes,Yes,No,N/A,Yes,Yes,6,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,Yes,Yes,No,Yes,Driver's Window,Yes,Yes,Yes,Driver and Passenger,Yes,N/A,N/A,N/A,N/A,Yes,Yes,Yes,Yes,7 inch,Yes,Yes,Yes,Front & Rear,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Bangalore: Rs.10.43 Lakh; Mumbai: Rs.10.16 Lakh; Pune: Rs.10.15 Lakh; Hyderabad: Rs.11.48 Lakh; Chennai: Rs.10.28 Lakh; Ahmedabad: Rs.9.79 Lakh; Lucknow: Rs.9.74 Lakh; Jaipur: Rs.10.45 Lakh; Patna: Rs.10.15 Lakh; Chandigarh: Rs.10.06 Lakh
Maruti,Maruti Suzuki Swift,Swift ZXi Plus,Rs.8.99 Lakh*Get On-Road Price,Z12E,1197 cc,80.46bhp@5700rpm,111.7Nm@4300rpm,3,4,N/A,5-Speed,FWD,N/A,N/A,37 Litres,BS VI 2.0,MacPherson Strut suspension,Rear twist beam,Electric,Tilt,4.8 m,Ventilated Disc,Drum,3860 mm,1735 mm,1520 mm,265 Litres,5,163 mm,2450 mm,920 kg,1355 kg,5,Yes,Yes,Yes,Height only,Yes,Yes,Yes,Yes,Yes,Yes,Adjustable,Yes,N/A,Yes,Yes,Rear,Yes,Yes,Yes,Yes,Front & Rear,N/A,Yes,Yes,N/A,Yes,N/A,Front & Rear,Front Only,Yes,Yes,Yes,N/A,Yes,Yes,No,Yes,Yes,N/A,Yes,Yes,Front,Micropole,N/A,Electronic,Powered & Folding,185/65 R15,Radial Tubeless,N/A,Yes,Yes,Yes,N/A,Yes,Yes,6,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,Yes,Yes,With Guidedlines,Yes,Driver's Window,Yes,Yes,Yes,Driver and Passenger,Yes,N/A,N/A,N/A,N/A,Yes,Yes,Yes,Yes,9 inch,Yes,Yes,Yes,Front & Rear,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Bangalore: Rs.10.71 Lakh; Mumbai: Rs.10.44 Lakh; Pune: Rs.10.44 Lakh; Hyderabad: Rs.10.97 Lakh; Chennai: Rs.10.57 Lakh; Ahmedabad: Rs.10.07 Lakh; Lucknow: Rs.10.01 Lakh; Jaipur: Rs.10.74 Lakh; Patna: Rs.10.44 Lakh; Chandigarh: Rs.10.34 Lakh
Maruti,Maruti Suzuki Swift,Swift ZXi Plus DT,Rs.9.14 Lakh*Get On-Road Price,Z12E,1197 cc,80.46bhp@5700rpm,111.7Nm@4300rpm,3,4,N/A,5-Speed,FWD,N/A,N/A,37 Litres,BS VI 2.0,MacPherson Strut suspension,Rear twist beam,Electric,Tilt,4.8 m,Ventilated Disc,Drum,3860 mm,1735 mm,1520 mm,265 Litres,5,163 mm,2450 mm,920 kg,1355 kg,5,Yes,Yes,Yes,Height only,Yes,Yes,Yes,Yes,Yes,Yes,Adjustable,Yes,N/A,Yes,Yes,Rear,Yes,Yes,Yes,N/A,Front & Rear,N/A,Yes,Yes,N/A,Yes,N/A,Front & Rear,Front Only,Yes,Yes,Yes,N/A,Yes,Yes,No,Yes,Yes,N/A,Yes,Yes,Front,Micropole,N/A,Electronic,Powered & Folding,185/65 R15,Radial Tubeless,N/A,Yes,Yes,Yes,N/A,Yes,Yes,6,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,Yes,Yes,With Guidedlines,Yes,Driver's Window,Yes,Yes,Yes,Driver and Passenger,Yes,N/A,N/A,N/A,N/A,Yes,Yes,Yes,Yes,9 inch,Yes,Yes,Yes,Front & Rear,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Bangalore: Rs.10.90 Lakh; Mumbai: Rs.10.61 Lakh; Pune: Rs.10.61 Lakh; Hyderabad: Rs.11.15 Lakh; Chennai: Rs.10.74 Lakh; Ahmedabad: Rs.10.23 Lakh; Lucknow: Rs.10.17 Lakh; Jaipur: Rs.10.92 Lakh; Patna: Rs.10.61 Lakh; Chandigarh: Rs.10.51 Lakh
Maruti,Maruti Suzuki Swift,Swift ZXi CNG,Rs.9.20 Lakh*Get On-Road Price,Z12E,1197 cc,68.80bhp@5700rpm,101.8Nm@2900rpm,3,4,N/A,5-Speed,FWD,N/A,N/A,N/A,BS VI 2.0,MacPherson Strut suspension,Rear twist beam,Electric,Tilt,4.8 m,Ventilated Disc,Drum,3860 mm,1735 mm,1520 mm,N/A,5,163 mm,2450 mm,990 kg,1425 kg,5,Yes,Yes,Yes,Height only,Yes,Yes,Yes,Yes,Yes,Yes,Adjustable,Yes,N/A,Yes,No,Rear,Yes,Yes,Yes,Yes,Front & Rear,N/A,Yes,N/A,N/A,Yes,N/A,Front & Rear,Front Only,Yes,No,Yes,N/A,Yes,Yes,No,Yes,Yes,N/A,Yes,Yes,No,Micropole,N/A,Electronic,Powered,185/65 R15,Radial Tubeless,N/A,Yes,Yes,No,N/A,Yes,Yes,6,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,Yes,Yes,No,Yes,Driver's Window,Yes,Yes,Yes,Driver and Passenger,Yes,N/A,N/A,N/A,N/A,Yes,Yes,Yes,Yes,7 inch,Yes,Yes,Yes,Front & Rear,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Bangalore: Rs.10.97 Lakh; Mumbai: Rs.10.30 Lakh; Pune: Rs.10.30 Lakh; Hyderabad: Rs.11.37 Lakh; Chennai: Rs.10.80 Lakh; Ahmedabad: Rs.10.30 Lakh; Lucknow: Rs.10.25 Lakh; Jaipur: Rs.10.98 Lakh; Patna: Rs.10.70 Lakh; Chandigarh: Rs.10.57 Lakh
Maruti,Maruti Suzuki Swift,Swift ZXi Plus AMT,Rs.9.45 Lakh*Get On-Road Price,Z12E,1197 cc,80.46bhp@5700rpm,111.7Nm@4300rpm,3,4,N/A,5-Speed AMT,FWD,N/A,N/A,37 Litres,BS VI 2.0,MacPherson Strut suspension,Rear twist beam,Electric,Tilt,4.8 m,Ventilated Disc,Drum,3860 mm,1735 mm,1520 mm,265 Litres,5,163 mm,2450 mm,925 kg,1355 kg,5,Yes,Yes,Yes,Height only,Yes,Yes,Yes,Yes,Yes,Yes,Adjustable,Yes,N/A,Yes,Yes,Rear,Yes,Yes,Yes,Yes,Front & Rear,N/A,No,Yes,N/A,Yes,N/A,Front & Rear,Front Only,Yes,Yes,Yes,N/A,Yes,Yes,No,Yes,Yes,N/A,Yes,Yes,Front,Micropole,N/A,Electronic,Powered & Folding,185/65 R15,Radial Tubeless,N/A,Yes,Yes,Yes,N/A,Yes,Yes,6,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,Yes,Yes,With Guidedlines,Yes,Driver's Window,Yes,Yes,Yes,Driver and Passenger,Yes,N/A,N/A,N/A,N/A,Yes,Yes,Yes,Yes,9 inch,Yes,Yes,Yes,Front & Rear,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Bangalore: Rs.11.25 Lakh; Mumbai: Rs.10.96 Lakh; Pune: Rs.10.95 Lakh; Hyderabad: Rs.11.24 Lakh; Chennai: Rs.11.09 Lakh; Ahmedabad: Rs.10.56 Lakh; Lucknow: Rs.10.50 Lakh; Jaipur: Rs.11.27 Lakh; Patna: Rs.10.95 Lakh; Chandigarh: Rs.10.85 Lakh
Maruti,Maruti Suzuki Swift,Swift ZXi Plus AMT DT,Rs.9.59 Lakh*Get On-Road Price,Z12E,1197 cc,80.46bhp@5700rpm,111.7Nm@4300rpm,3,4,N/A,5-Speed AMT,FWD,N/A,N/A,37 Litres,BS VI 2.0,MacPherson Strut suspension,Rear twist beam,Electric,Tilt,4.8 m,Ventilated Disc,Drum,3860 mm,1735 mm,1520 mm,265 Litres,5,163 mm,2450 mm,925 kg,1355 kg,5,Yes,Yes,Yes,Height only,Yes,Yes,Yes,Yes,Yes,Yes,Adjustable,Yes,N/A,Yes,Yes,Rear,Yes,Yes,Yes,Yes,Front & Rear,N/A,No,Yes,N/A,Yes,N/A,Front & Rear,Front Only,Yes,Yes,Yes,N/A,Yes,Yes,No,Yes,Yes,N/A,Yes,Yes,Front,Micropole,N/A,Electronic,Powered & Folding,185/65 R15,Radial Tubeless,N/A,Yes,Yes,Yes,N/A,Yes,Yes,6,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,N/A,Yes,Yes,With Guidedlines,Yes,Driver's Window,Yes,Yes,Yes,Driver and Passenger,Yes,N/A,N/A,N/A,N/A,Yes,Yes,Yes,Yes,9 inch,Yes,Yes,Yes,Front & Rear,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Bangalore: Rs.11.43 Lakh; Mumbai: Rs.11.13 Lakh; Pune: Rs.11.12 Lakh; Hyderabad: Rs.11.66 Lakh; Chennai: Rs.11.26 Lakh; Ahmedabad: Rs.10.72 Lakh; Lucknow: Rs.10.67 Lakh; Jaipur: Rs.10.92 Lakh; Patna: Rs.11.12 Lakh; Chandigarh: Rs.11.03 Lakh
Maruti,Maruti Suzuki Ertiga,Ertiga Lxi (O),Rs.8.69 Lakh*Get On-Road Price,K15C Smart Hybrid,1462 cc,101.64bhp@6000rpm,136.8Nm@4400rpm,4,4,N/A,5-Speed,FWD,N/A,N/A,45 Litres,BS VI 2.0,MacPherson Strut suspension,Rear twist beam,Power,Tilt,5.2 m,Disc,Drum,4395 mm,1735 mm,1690 mm,209 Litres,7,N/A,2380 mm,1150-1205 kg,1760 kg,5,Yes,Yes,Yes,Yes,Yes,No,Yes,N/A,No,Yes,Yes,Yes,No,No,No,Rear,N/A,No,No,N/A,N/A,N/A,Yes,N/A,Yes,No,N/A,N/A,N/A,Yes,No,Yes,N/A,N/A,No,Yes,No,No,Yes,Yes,No,No,N/A,N/A,Manual,N/A,185/65 R15,"Tubeless, Radial",15 Inch,N/A,N/A,N/A,N/A,Yes,Yes,2,Yes,Yes,No,No,No,N/A,Yes,Yes,N/A,Yes,Yes,No,No,N/A,Yes,Yes,Yes,Driver and Passenger,Yes,N/A,N/A,N/A,N/A,No,N/A,No,No,N/A,No,No,No,No,N/A,No,N/A,No,N/A,No,No,No,No,No,Bangalore: Rs.10.34 Lakh; Mumbai: Rs.10.11 Lakh; Pune: Rs.10.08 Lakh; Hyderabad: Rs.10.69 Lakh; Chennai: Rs.10.24 Lakh; Ahmedabad: Rs.9.68 Lakh; Lucknow: Rs.9.70 Lakh; Jaipur: Rs.10.32 Lakh; Patna: Rs.10.12 Lakh; Chandigarh: Rs.10 Lakh
Maruti,Maruti Suzuki Ertiga,Ertiga VXi (O),Rs.9.83 Lakh*Get On-Road Price,K15C Smart Hybrid,1462 cc,101.64bhp@6000rpm,136.8Nm@4400rpm,4,4,N/A,5-Speed,FWD,N/A,N/A,45 Litres,BS VI 2.0,MacPherson Strut suspension,Rear twist beam,Power,Tilt,5.2 m,Disc,Drum,4395 mm,1735 mm,1690 mm,209 Litres,7,N/A,2380 mm,1150-1205 kg,1760 kg,5,Yes,Yes,Yes,Yes,Yes,No,Yes,N/A,Yes,Yes,Yes,Yes,Yes,Yes,No,Rear,N/A,Yes,No,N/A,N/A,N/A,Yes,N/A,Yes,No,N/A,N/A,N/A,Yes,No,Yes,N/A,N/A,No,Yes,No,Yes,Yes,Yes,No,No,N/A,N/A,Manual,N/A,185/65 R15,"Tubeless, Radial",15 Inch,N/A,N/A,N/A,N/A,Yes,Yes,2,Yes,Yes,No,No,Yes,N/A,Yes,Yes,N/A,Yes,Yes,No,Yes,Driver,Yes,Yes,Yes,Driver and Passenger,Yes,N/A,N/A,N/A,N/A,Yes,N/A,Yes,No,N/A,No,No,Yes,Front & Rear,N/A,No,N/A,No,N/A,No,No,No,No,No,Bangalore: Rs.11.68 Lakh; Mumbai: Rs.11.40 Lakh; Pune: Rs.11.38 Lakh; Hyderabad: Rs.12.07 Lakh; Chennai: Rs.11.56 Lakh; Ahmedabad: Rs.10.92 Lakh; Lucknow: Rs.10.95 Lakh; Jaipur: Rs.11.65 Lakh; Patna: Rs.11.42 Lakh; Chandigarh: Rs.11.29 Lakh
Maruti,Maruti Suzuki Ertiga,Ertiga VXi (O) CNG,Rs.10.78 Lakh*Get On-Road Price,K15C,1462 cc,86.63bhp@5500rpm,121.5Nm@4200rpm,4,4,N/A,5-Speed,FWD,N/A,N/A,N/A,BS VI 2.0,MacPherson Strut suspension,Rear twist beam,Power,Tilt,5.2 m,Disc,Drum,4395 mm,1735 mm,1690 mm,N/A,7,N/A,3000 mm,1250-1255 kg,1820 kg,5,Yes,Yes,Yes,Yes,Yes,No,Yes,N/A,Yes,Yes,Yes,Yes,Yes,Yes,No,Rear,N/A,Yes,No,N/A,N/A,N/A,Yes,N/A,No,No,N/A,N/A,N/A,Yes,No,Yes,N/A,N/A,No,Yes,No,Yes,Yes,Yes,No,No,N/A,N/A,Manual,N/A,185/65 R15,"Tubeless, Radial",15 Inch,N/A,N/A,N/A,N/A,Yes,Yes,2,Yes,Yes,No,No,Yes,N/A,Yes,Yes,N/A,Yes,Yes,No,Yes,Driver,Yes,Yes,Yes,Driver and Passenger,Yes,N/A,N/A,N/A,N/A,Yes,N/A,Yes,No,N/A,No,No,Yes,Front & Rear,N/A,No,N/A,No,N/A,No,No,No,No,No,Bangalore: Rs.13.28 Lakh; Mumbai: Rs.12.28 Lakh; Pune: Rs.12.25 Lakh; Hyderabad: Rs.13.65 Lakh; Chennai: Rs.13.30 Lakh; Ahmedabad: Rs.12.06 Lakh; Lucknow: Rs.12.32 Lakh; Jaipur: Rs.12.87 Lakh; Patna: Rs.12.62 Lakh; Chandigarh: Rs.12.48 Lakh
